fips,State,Area_Name,CENSUS_2010_POP,POP_ESTIMATE_2019,
17025,IL,Clay County,"13,815","13,184",
17027,IL,Clinton County,"37,762","37,562",
17029,IL,Coles County,"53,873","50,621",
17031,IL,Cook County,"5,194,675","5,150,233",
17033,IL,Crawford County,"19,817","18,667",
17035,IL,Cumberland County,"11,048","10,766",
17037,IL,DeKalb County,"105,160","104,897",
17039,IL,De Witt County,"16,561","15,638",
17041,IL,Douglas County,"19,980","19,465",
17043,IL,DuPage County,"916,924","922,921",
17045,IL,Edgar County,"18,576","17,161",
17047,IL,Edwards County,"6,721","6,395",
17049,IL,Effingham County,"34,242","34,008",
17051,IL,Fayette County,"22,140","21,336",
17053,IL,Ford County,"14,081","12,961",
17055,IL,Franklin County,"39,561","38,469",
17057,IL,Fulton County,"37,069","34,340",
17059,IL,Gallatin County,"5,589","4,828",
17061,IL,Greene County,"13,886","12,969",
17063,IL,Grundy County,"50,063","51,054",
17065,IL,Hamilton County,"8,457","8,116",
17067,IL,Hancock County,"19,104","17,708",
17069,IL,Hardin County,"4,320","3,821",
17071,IL,Henderson County,"7,331","6,646",
17073,IL,Henry County,"50,486","48,913",
17075,IL,Iroquois County,"29,718","27,114",
17077,IL,Jackson County,"60,218","56,750",
17079,IL,Jasper County,"9,698","9,610",
17081,IL,Jefferson County,"38,827","37,684",
17083,IL,Jersey County,"22,985","21,773",
17085,IL,Jo Daviess County,"22,678","21,235",
17087,IL,Johnson County,"12,582","12,417",
17089,IL,Kane County,"515,269","532,403",
17091,IL,Kankakee County,"113,449","109,862",
17093,IL,Kendall County,"114,736","128,990",
17095,IL,Knox County,"52,919","49,699",
17097,IL,Lake County,"703,462","696,535",
17099,IL,LaSalle County,"113,924","108,669",
17101,IL,Lawrence County,"16,833","15,678",
17103,IL,Lee County,"36,031","34,096",
17105,IL,Livingston County,"38,950","35,648",
17107,IL,Logan County,"30,305","28,618",
17109,IL,McDonough County,"32,612","29,682",
17111,IL,McHenry County,"308,760","307,774",
17113,IL,McLean County,"169,572","171,517",
17115,IL,Macon County,"110,768","104,009",
17117,IL,Macoupin County,"47,765","44,926",
17119,IL,Madison County,"269,282","262,966",
17121,IL,Marion County,"39,437","37,205",
17123,IL,Marshall County,"12,640","11,438",
17125,IL,Mason County,"14,666","13,359",
17127,IL,Massac County,"15,429","13,772",
17129,IL,Menard County,"12,705","12,196",
17131,IL,Mercer County,"16,434","15,437",
17133,IL,Monroe County,"32,957","34,637",
17135,IL,Montgomery County,"30,104","28,414",
17137,IL,Morgan County,"35,547","33,658",
17139,IL,Moultrie County,"14,846","14,501",
17141,IL,Ogle County,"53,497","50,643",
17143,IL,Peoria County,"186,494","179,179",
17145,IL,Perry County,"22,350","20,916",
17147,IL,Piatt County,"16,729","16,344",
17149,IL,Pike County,"16,430","15,561",
17151,IL,Pope County,"4,470","4,177",
17153,IL,Pulaski County,"6,161","5,335",
17155,IL,Putnam County,"6,006","5,739",
17157,IL,Randolph County,"33,476","31,782",
17159,IL,Richland County,"16,233","15,513",
17161,IL,Rock Island County,"147,546","141,879",
17163,IL,St. Clair County,"270,056","259,686",
17165,IL,Saline County,"24,913","23,491",
17167,IL,Sangamon County,"197,465","194,672",
17169,IL,Schuyler County,"7,544","6,768",
17171,IL,Scott County,"5,355","4,951",
17173,IL,Shelby County,"22,363","21,634",
17175,IL,Stark County,"5,994","5,342",
17177,IL,Stephenson County,"47,711","44,498",
17179,IL,Tazewell County,"135,394","131,803",
17181,IL,Union County,"17,808","16,653",
17183,IL,Vermilion County,"81,625","75,758",
17185,IL,Wabash County,"11,947","11,520",
17187,IL,Warren County,"17,707","16,844",
17189,IL,Washington County,"14,716","13,887",
17191,IL,Wayne County,"16,760","16,215",
17193,IL,White County,"14,665","13,537",
17195,IL,Whiteside County,"58,498","55,175",
17197,IL,Will County,"677,560","690,743",
17199,IL,Williamson County,"66,357","66,597",
17201,IL,Winnebago County,"295,266","282,572",
17203,IL,Woodford County,"38,664","38,459",
18000,IN,Indiana,"6,483,802","6,732,219",
18001,IN,Adams County,"34,387","35,777",
18003,IN,Allen County,"355,329","379,299",
18005,IN,Bartholomew County,"76,794","83,779",
18007,IN,Benton County,"8,854","8,748",
18009,IN,Blackford County,"12,766","11,758",
18011,IN,Boone County,"56,640","67,843",
18013,IN,Brown County,"15,242","15,092",
18015,IN,Carroll County,"20,155","20,257",
18017,IN,Cass County,"38,966","37,689",
18019,IN,Clark County,"110,232","118,302",
18021,IN,Clay County,"26,890","26,225",
18023,IN,Clinton County,"33,224","32,399",
18025,IN,Crawford County,"10,713","10,577",
18027,IN,Daviess County,"31,648","33,351",
18029,IN,Dearborn County,"50,047","49,458",
18031,IN,Decatur County,"25,740","26,559",
18033,IN,DeKalb County,"42,223","43,475",
18035,IN,Delaware County,"117,671","114,135",
18037,IN,Dubois County,"41,889","42,736",
18039,IN,Elkhart County,"197,559","206,341",
18041,IN,Fayette County,"24,277","23,102",
18043,IN,Floyd County,"74,578","78,522",
18045,IN,Fountain County,"17,240","16,346",
18047,IN,Franklin County,"23,087","22,758",
18049,IN,Fulton County,"20,836","19,974",
18051,IN,Gibson County,"33,503","33,659",
18053,IN,Grant County,"70,061","65,769",
18055,IN,Greene County,"33,165","31,922",
18057,IN,Hamilton County,"274,569","338,011",
18059,IN,Hancock County,"70,002","78,168",
18061,IN,Harrison County,"39,364","40,515",
18063,IN,Hendricks County,"145,448","170,311",
18065,IN,Henry County,"49,462","47,972",
18067,IN,Howard County,"82,752","82,544",
18069,IN,Huntington County,"37,124","36,520",
18071,IN,Jackson County,"42,376","44,231",
18073,IN,Jasper County,"33,478","33,562",
18075,IN,Jay County,"21,253","20,436",
18077,IN,Jefferson County,"32,428","32,308",
18079,IN,Jennings County,"28,525","27,735",
18081,IN,Johnson County,"139,654","158,167",
18083,IN,Knox County,"38,440","36,594",
18085,IN,Kosciusko County,"77,358","79,456",
18087,IN,LaGrange County,"37,128","39,614",
18089,IN,Lake County,"496,005","485,493",
18091,IN,LaPorte County,"111,467","109,888",
18093,IN,Lawrence County,"46,134","45,370",
18095,IN,Madison County,"131,636","129,569",
18097,IN,Marion County,"903,393","964,582",
18099,IN,Marshall County,"47,051","46,258",
18101,IN,Martin County,"10,334","10,255",
18103,IN,Miami County,"36,903","35,516",
18105,IN,Monroe County,"137,974","148,431",
18107,IN,Montgomery County,"38,124","38,338",
18109,IN,Morgan County,"68,894","70,489",
18111,IN,Newton County,"14,244","13,984",
18113,IN,Noble County,"47,536","47,744",
18115,IN,Ohio County,"6,128","5,875",
18117,IN,Orange County,"19,840","19,646",
18119,IN,Owen County,"21,575","20,799",
18121,IN,Parke County,"17,339","16,937",
18123,IN,Perry County,"19,338","19,169",
18125,IN,Pike County,"12,845","12,389",
18127,IN,Porter County,"164,343","170,389",
18129,IN,Posey County,"25,910","25,427",
18131,IN,Pulaski County,"13,402","12,353",
18133,IN,Putnam County,"37,963","37,576",
18135,IN,Randolph County,"26,171","24,665",
18137,IN,Ripley County,"28,818","28,324",
18139,IN,Rush County,"17,392","16,581",
18141,IN,St. Joseph County,"266,931","271,826",
18143,IN,Scott County,"24,181","23,873",
18145,IN,Shelby County,"44,436","44,729",
18147,IN,Spencer County,"20,952","20,277",
18149,IN,Starke County,"23,363","22,995",
18151,IN,Steuben County,"34,185","34,594",
18153,IN,Sullivan County,"21,475","20,669",
18155,IN,Switzerland County,"10,613","10,751",
18157,IN,Tippecanoe County,"172,780","195,732",
18159,IN,Tipton County,"15,936","15,148",
18161,IN,Union County,"7,516","7,054",
18163,IN,Vanderburgh County,"179,703","181,451",
18165,IN,Vermillion County,"16,212","15,498",
18167,IN,Vigo County,"107,848","107,038",
18169,IN,Wabash County,"32,888","30,996",
18171,IN,Warren County,"8,508","8,265",
18173,IN,Warrick County,"59,689","62,998",
18175,IN,Washington County,"28,262","28,036",
18177,IN,Wayne County,"68,917","65,884",
18179,IN,Wells County,"27,636","28,296",
18181,IN,White County,"24,643","24,102",
18183,IN,Whitley County,"33,292","33,964",
19000,IA,Iowa,"3,046,355","3,155,070",
19001,IA,Adair County,"7,682","7,152",
19003,IA,Adams County,"4,029","3,602",
19005,IA,Allamakee County,"14,330","13,687",
19007,IA,Appanoose County,"12,887","12,426",
19009,IA,Audubon County,"6,119","5,496",
19011,IA,Benton County,"26,076","25,645",
19013,IA,Black Hawk County,"131,090","131,228",
19015,IA,Boone County,"26,306","26,234",
19017,IA,Bremer County,"24,276","25,062",
19019,IA,Buchanan County,"20,958","21,175",
19021,IA,Buena Vista County,"20,260","19,620",
19023,IA,Butler County,"14,867","14,439",
19025,IA,Calhoun County,"9,670","9,668",
19027,IA,Carroll County,"20,816","20,165",
19029,IA,Cass County,"13,956","12,836",
19031,IA,Cedar County,"18,499","18,627",
19033,IA,Cerro Gordo County,"44,151","42,450",
19035,IA,Cherokee County,"12,072","11,235",
19037,IA,Chickasaw County,"12,439","11,933",
19039,IA,Clarke County,"9,286","9,395",
19041,IA,Clay County,"16,667","16,016",
19043,IA,Clayton County,"18,129","17,549",
19045,IA,Clinton County,"49,116","46,429",
19047,IA,Crawford County,"17,096","16,820",
19049,IA,Dallas County,"66,135","93,453",
19051,IA,Davis County,"8,753","9,000",
19053,IA,Decatur County,"8,457","7,870",
19055,IA,Delaware County,"17,764","17,011",
19057,IA,Des Moines County,"40,325","38,967",
19059,IA,Dickinson County,"16,667","17,258",
19061,IA,Dubuque County,"93,653","97,311",
19063,IA,Emmet County,"10,302","9,208",
19065,IA,Fayette County,"20,880","19,650",
19067,IA,Floyd County,"16,303","15,642",
19069,IA,Franklin County,"10,680","10,070",
19071,IA,Fremont County,"7,441","6,960",
19073,IA,Greene County,"9,336","8,888",
19075,IA,Grundy County,"12,453","12,232",
19077,IA,Guthrie County,"10,954","10,689",
19079,IA,Hamilton County,"15,673","14,773",
19081,IA,Hancock County,"11,341","10,630",
19083,IA,Hardin County,"17,534","16,846",
19085,IA,Harrison County,"14,928","14,049",
19087,IA,Henry County,"20,145","19,954",
19089,IA,Howard County,"9,566","9,158",
19091,IA,Humboldt County,"9,815","9,558",
19093,IA,Ida County,"7,089","6,860",
19095,IA,Iowa County,"16,355","16,184",
19097,IA,Jackson County,"19,848","19,439",
19099,IA,Jasper County,"36,842","37,185",
19101,IA,Jefferson County,"16,843","18,295",
19103,IA,Johnson County,"130,882","151,140",
19105,IA,Jones County,"20,638","20,681",
19107,IA,Keokuk County,"10,511","10,246",
19109,IA,Kossuth County,"15,543","14,813",
19111,IA,Lee County,"35,862","33,657",
19113,IA,Linn County,"211,226","226,706",
19115,IA,Louisa County,"11,387","11,035",
19117,IA,Lucas County,"8,898","8,600",
19119,IA,Lyon County,"11,581","11,755",
19121,IA,Madison County,"15,679","16,338",
19123,IA,Mahaska County,"22,381","22,095",
19125,IA,Marion County,"33,309","33,253",
19127,IA,Marshall County,"40,648","39,369",
19129,IA,Mills County,"15,059","15,109",
19131,IA,Mitchell County,"10,776","10,586",
19133,IA,Monona County,"9,243","8,615",
19135,IA,Monroe County,"7,970","7,707",
19137,IA,Montgomery County,"10,740","9,917",
19139,IA,Muscatine County,"42,745","42,664",
19141,IA,O'Brien County,"14,398","13,753",
19143,IA,Osceola County,"6,462","5,958",
19145,IA,Page County,"15,932","15,107",
19147,IA,Palo Alto County,"9,421","8,886",
19149,IA,Plymouth County,"24,986","25,177",
19151,IA,Pocahontas County,"7,310","6,619",
19153,IA,Polk County,"430,640","490,161",
19155,IA,Pottawattamie County,"93,158","93,206",
19157,IA,Poweshiek County,"18,914","18,504",
19159,IA,Ringgold County,"5,131","4,894",
19161,IA,Sac County,"10,350","9,721",
19163,IA,Scott County,"165,224","172,943",
19165,IA,Shelby County,"12,167","11,454",
19167,IA,Sioux County,"33,704","34,855",
19169,IA,Story County,"89,542","97,117",
19171,IA,Tama County,"17,767","16,854",
19173,IA,Taylor County,"6,317","6,121",
19175,IA,Union County,"12,534","12,241",
19177,IA,Van Buren County,"7,570","7,044",
19179,IA,Wapello County,"35,625","34,969",
19181,IA,Warren County,"46,225","51,466",
19183,IA,Washington County,"21,704","21,965",
19185,IA,Wayne County,"6,403","6,441",
19187,IA,Webster County,"38,013","35,904",
19189,IA,Winnebago County,"10,866","10,354",
19191,IA,Winneshiek County,"21,056","19,991",
19193,IA,Woodbury County,"102,172","103,107",
19195,IA,Worth County,"7,598","7,381",
19197,IA,Wright County,"13,229","12,562",
20000,KS,Kansas,"2,853,118","2,913,314",
20001,KS,Allen County,"13,371","12,369",
20003,KS,Anderson County,"8,102","7,858",
20005,KS,Atchison County,"16,924","16,073",
20007,KS,Barber County,"4,861","4,427",
20009,KS,Barton County,"27,674","25,779",
20011,KS,Bourbon County,"15,173","14,534",
20013,KS,Brown County,"9,984","9,564",
20015,KS,Butler County,"65,880","66,911",
20017,KS,Chase County,"2,790","2,648",
20019,KS,Chautauqua County,"3,669","3,250",
20021,KS,Cherokee County,"21,603","19,939",
20023,KS,Cheyenne County,"2,726","2,657",
20025,KS,Clark County,"2,215","1,994",
20027,KS,Clay County,"8,535","8,002",
20029,KS,Cloud County,"9,533","8,786",
20031,KS,Coffey County,"8,601","8,179",
20033,KS,Comanche County,"1,891","1,700",
20035,KS,Cowley County,"36,311","34,908",
20037,KS,Crawford County,"39,134","38,818",
20039,KS,Decatur County,"2,961","2,827",
20041,KS,Dickinson County,"19,754","18,466",
20043,KS,Doniphan County,"7,945","7,600",
20045,KS,Douglas County,"110,826","122,259",
20047,KS,Edwards County,"3,037","2,798",
20049,KS,Elk County,"2,882","2,530",
20051,KS,Ellis County,"28,452","28,553",
20053,KS,Ellsworth County,"6,497","6,102",
20055,KS,Finney County,"36,776","36,467",
20057,KS,Ford County,"33,848","33,619",
20059,KS,Franklin County,"25,992","25,544",
20061,KS,Geary County,"34,362","31,670",
20063,KS,Gove County,"2,695","2,636",
20065,KS,Graham County,"2,597","2,482",
20067,KS,Grant County,"7,829","7,150",
20069,KS,Gray County,"6,006","5,988",
20071,KS,Greeley County,"1,247","1,232",
20073,KS,Greenwood County,"6,689","5,982",
20075,KS,Hamilton County,"2,690","2,539",
20077,KS,Harper County,"6,034","5,436",
20079,KS,Harvey County,"34,684","34,429",
20081,KS,Haskell County,"4,256","3,968",
20083,KS,Hodgeman County,"1,916","1,794",
20085,KS,Jackson County,"13,462","13,171",
20087,KS,Jefferson County,"19,126","19,043",
20089,KS,Jewell County,"3,077","2,879",
20091,KS,Johnson County,"544,179","602,401",
20093,KS,Kearny County,"3,977","3,838",
20095,KS,Kingman County,"7,858","7,152",
20097,KS,Kiowa County,"2,553","2,475",
20099,KS,Labette County,"21,607","19,618",
20101,KS,Lane County,"1,750","1,535",
20103,KS,Leavenworth County,"76,227","81,758",
20105,KS,Lincoln County,"3,241","2,962",
20107,KS,Linn County,"9,656","9,703",
20109,KS,Logan County,"2,756","2,794",
20111,KS,Lyon County,"33,690","33,195",
20113,KS,McPherson County,"29,180","28,542",
20115,KS,Marion County,"12,660","11,884",
20117,KS,Marshall County,"10,117","9,707",
20119,KS,Meade County,"4,575","4,033",
20121,KS,Miami County,"32,787","34,237",
20123,KS,Mitchell County,"6,373","5,979",
20125,KS,Montgomery County,"35,471","31,829",
20127,KS,Morris County,"5,923","5,620",
20129,KS,Morton County,"3,233","2,587",
20131,KS,Nemaha County,"10,178","10,231",
20133,KS,Neosho County,"16,512","16,007",
20135,KS,Ness County,"3,107","2,750",
20137,KS,Norton County,"5,671","5,361",
20139,KS,Osage County,"16,295","15,949",
20141,KS,Osborne County,"3,858","3,421",
20143,KS,Ottawa County,"6,091","5,704",
20145,KS,Pawnee County,"6,973","6,414",
20147,KS,Phillips County,"5,642","5,234",
20149,KS,Pottawatomie County,"21,604","24,383",
20151,KS,Pratt County,"9,656","9,164",
20153,KS,Rawlins County,"2,519","2,530",
20155,KS,Reno County,"64,511","61,998",
20157,KS,Republic County,"4,980","4,636",
20159,KS,Rice County,"10,083","9,537",
20161,KS,Riley County,"71,115","74,232",
20163,KS,Rooks County,"5,181","4,920",
20165,KS,Rush County,"3,307","3,036",
20167,KS,Russell County,"6,970","6,856",
20169,KS,Saline County,"55,606","54,224",
20171,KS,Scott County,"4,936","4,823",
20173,KS,Sedgwick County,"498,365","516,042",
20175,KS,Seward County,"22,952","21,428",
20177,KS,Shawnee County,"177,934","176,875",
20179,KS,Sheridan County,"2,556","2,521",
20181,KS,Sherman County,"6,010","5,917",
20183,KS,Smith County,"3,853","3,583",
20185,KS,Stafford County,"4,437","4,156",
20187,KS,Stanton County,"2,235","2,006",
20189,KS,Stevens County,"5,724","5,485",
20191,KS,Sumner County,"24,132","22,836",
20193,KS,Thomas County,"7,900","7,777",
20195,KS,Trego County,"3,001","2,803",
20197,KS,Wabaunsee County,"7,053","6,931",
20199,KS,Wallace County,"1,485","1,518",
20201,KS,Washington County,"5,799","5,406",
20203,KS,Wichita County,"2,234","2,119",
20205,KS,Wilson County,"9,409","8,525",
20207,KS,Woodson County,"3,309","3,138",
20209,KS,Wyandotte County,"157,505","165,429",
21000,KY,Kentucky,"4,339,367","4,467,673",
21001,KY,Adair County,"18,656","19,202",
21003,KY,Allen County,"19,956","21,315",
21005,KY,Anderson County,"21,421","22,747",
21007,KY,Ballard County,"8,249","7,888",
21009,KY,Barren County,"42,173","44,249",
21011,KY,Bath County,"11,591","12,500",
21013,KY,Bell County,"28,691","26,032",
21015,KY,Boone County,"118,811","133,581",
21017,KY,Bourbon County,"19,985","19,788",
21019,KY,Boyd County,"49,542","46,718",
21021,KY,Boyle County,"28,432","30,060",
21023,KY,Bracken County,"8,488","8,303",
21025,KY,Breathitt County,"13,878","12,630",
21027,KY,Breckinridge County,"20,059","20,477",
21029,KY,Bullitt County,"74,319","81,676",
21031,KY,Butler County,"12,690","12,879",
21033,KY,Caldwell County,"12,984","12,747",
21035,KY,Calloway County,"37,191","39,001",
21037,KY,Campbell County,"90,336","93,584",
21039,KY,Carlisle County,"5,104","4,760",
21041,KY,Carroll County,"10,811","10,631",
21043,KY,Carter County,"27,720","26,797",
21045,KY,Casey County,"15,955","16,159",
21047,KY,Christian County,"73,955","70,461",
21049,KY,Clark County,"35,613","36,263",
21051,KY,Clay County,"21,730","19,901",
21053,KY,Clinton County,"10,272","10,218",
21055,KY,Crittenden County,"9,315","8,806",
21057,KY,Cumberland County,"6,856","6,614",
21059,KY,Daviess County,"96,656","101,511",
21061,KY,Edmonson County,"12,161","12,150",
21063,KY,Elliott County,"7,852","7,517",
21065,KY,Estill County,"14,672","14,106",
21067,KY,Fayette County,"295,803","323,152",
21069,KY,Fleming County,"14,348","14,581",
21071,KY,Floyd County,"39,451","35,589",
21073,KY,Franklin County,"49,285","50,991",
21075,KY,Fulton County,"6,813","5,969",
21077,KY,Gallatin County,"8,589","8,869",
21079,KY,Garrard County,"16,912","17,666",
21081,KY,Grant County,"24,662","25,069",
21083,KY,Graves County,"37,121","37,266",
21085,KY,Grayson County,"25,746","26,427",
21087,KY,Green County,"11,258","10,941",
21089,KY,Greenup County,"36,910","35,098",
21091,KY,Hancock County,"8,565","8,722",
21093,KY,Hardin County,"105,543","110,958",
21095,KY,Harlan County,"29,278","26,010",
21097,KY,Harrison County,"18,846","18,886",
21099,KY,Hart County,"18,199","19,035",
21101,KY,Henderson County,"46,250","45,210",
21103,KY,Henry County,"15,416","16,126",
21105,KY,Hickman County,"4,902","4,380",
21107,KY,Hopkins County,"46,920","44,686",
21109,KY,Jackson County,"13,494","13,329",
21111,KY,Jefferson County,"741,096","766,757",
21113,KY,Jessamine County,"48,586","54,115",
21115,KY,Johnson County,"23,356","22,188",
21117,KY,Kenton County,"159,720","166,998",
21119,KY,Knott County,"16,346","14,806",
21121,KY,Knox County,"31,883","31,145",
21123,KY,Larue County,"14,193","14,398",
21125,KY,Laurel County,"58,849","60,813",
21127,KY,Lawrence County,"15,860","15,317",
21129,KY,Lee County,"7,887","7,403",
21131,KY,Leslie County,"11,310","9,877",
21133,KY,Letcher County,"24,519","21,553",
21135,KY,Lewis County,"13,870","13,275",
21137,KY,Lincoln County,"24,742","24,549",
21139,KY,Livingston County,"9,519","9,194",
21141,KY,Logan County,"26,835","27,102",
21143,KY,Lyon County,"8,314","8,210",
21145,KY,McCracken County,"65,565","65,418",
21147,KY,McCreary County,"18,306","17,231",
21149,KY,McLean County,"9,531","9,207",
21151,KY,Madison County,"82,916","92,987",
21153,KY,Magoffin County,"13,333","12,161",
21155,KY,Marion County,"19,820","19,273",
21157,KY,Marshall County,"31,448","31,100",
21159,KY,Martin County,"12,929","11,195",
21161,KY,Mason County,"17,490","17,070",
21163,KY,Meade County,"28,602","28,572",
21165,KY,Menifee County,"6,306","6,489",
21167,KY,Mercer County,"21,331","21,933",
21169,KY,Metcalfe County,"10,099","10,071",
21171,KY,Monroe County,"10,963","10,650",
21173,KY,Montgomery County,"26,499","28,157",
21175,KY,Morgan County,"13,923","13,309",
21177,KY,Muhlenberg County,"31,499","30,622",
21179,KY,Nelson County,"43,437","46,233",
21181,KY,Nicholas County,"7,135","7,269",
21183,KY,Ohio County,"23,842","23,994",
21185,KY,Oldham County,"60,316","66,799",
21187,KY,Owen County,"10,841","10,901",
21189,KY,Owsley County,"4,755","4,415",
21191,KY,Pendleton County,"14,877","14,590",
21193,KY,Perry County,"28,712","25,758",
21195,KY,Pike County,"65,024","57,876",
21197,KY,Powell County,"12,613","12,359",
21199,KY,Pulaski County,"63,063","64,979",
21201,KY,Robertson County,"2,282","2,108",
21203,KY,Rockcastle County,"17,056","16,695",
21205,KY,Rowan County,"23,333","24,460",
21207,KY,Russell County,"17,565","17,923",
21209,KY,Scott County,"47,173","57,004",
21211,KY,Shelby County,"42,074","49,024",
21213,KY,Simpson County,"17,327","18,572",
21215,KY,Spencer County,"17,061","19,351",
21217,KY,Taylor County,"24,512","25,769",
21219,KY,Todd County,"12,460","12,294",
21221,KY,Trigg County,"14,339","14,651",
21223,KY,Trimble County,"8,809","8,471",
21225,KY,Union County,"15,007","14,381",
21227,KY,Warren County,"113,792","132,896",
21229,KY,Washington County,"11,717","12,095",
21231,KY,Wayne County,"20,813","20,333",
21233,KY,Webster County,"13,621","12,942",
21235,KY,Whitley County,"35,637","36,264",
21237,KY,Wolfe County,"7,355","7,157",
21239,KY,Woodford County,"24,939","26,734",
22000,LA,Louisiana,"4,533,372","4,648,794",
22001,LA,Acadia Parish,"61,773","62,045",
22003,LA,Allen Parish,"25,764","25,627",
22005,LA,Ascension Parish,"107,215","126,604",
22007,LA,Assumption Parish,"23,421","21,891",
22009,LA,Avoyelles Parish,"42,073","40,144",
22011,LA,Beauregard Parish,"35,654","37,497",
22013,LA,Bienville Parish,"14,353","13,241",
22015,LA,Bossier Parish,"116,979","127,039",
22017,LA,Caddo Parish,"254,969","240,204",
22019,LA,Calcasieu Parish,"192,768","203,436",
22021,LA,Caldwell Parish,"10,132","9,918",
22023,LA,Cameron Parish,"6,839","6,973",
22025,LA,Catahoula Parish,"10,407","9,494",
22027,LA,Claiborne Parish,"17,195","15,670",
22029,LA,Concordia Parish,"20,822","19,259",
22031,LA,De Soto Parish,"26,656","27,463",
22033,LA,East Baton Rouge Parish,"440,171","440,059",
22035,LA,East Carroll Parish,"7,759","6,861",
22037,LA,East Feliciana Parish,"20,267","19,135",
22039,LA,Evangeline Parish,"33,984","33,395",
22041,LA,Franklin Parish,"20,767","20,015",
22043,LA,Grant Parish,"22,309","22,389",
22045,LA,Iberia Parish,"73,240","69,830",
22047,LA,Iberville Parish,"33,387","32,511",
22049,LA,Jackson Parish,"16,274","15,744",
